String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Luxilon Savage 16/1.27,51,Fast,Polyester,234.3,46.2,3.4
Gosen Polylon SP 17 (1.24),40,Fast,Polyester,148,62.9,4.6
Weiss Cannon Scorpion 1.22,51,Fast,Polyester,192.6,44.2,4
Kirschbaum Black Shark 16 (1.30),40,Fast,Polyester,184,56.9,5.4
Solinco Hyper-G 16,51,Fast,Polyester,219.5,26.3,7
Weiss Cannon Silverstring 1.25,62,Fast,Polyester,209.7,42,3.8
Kirschbaum Touch Turbo 17 (1.25),51,Fast,Polyester,203.5,45.3,5.2
Poly Star Classic 16 (1.30),51,Fast,Polyester,185.7,55.8,4.2
Klip K-Boom 16/1.30,62,Fast,Polyester,262.3,30.8,4.1
One Strings Carbon Tour 17 (1.25),40,Fast,Polyester,213.7,40.4,NA
Signum Pro Tornado 16,40,Fast,Polyester,180.6,63.1,5.1
Tecnifibre Black Code 4S 16 (1.30),51,Fast,Polyester,242.9,25.5,9.2
Tecnifibre Pro Red Code Wax 17,51,Fast,Polyester,235.5,28.8,6.5
Kirschbaum Touch Turbo 1.30,40,Fast,Polyester,194.9,53.3,5.3
Gamma Zo Verve 17,62,Fast,Polyester,240,23.6,6.1
Wilson Enduro Tour 18,51,Fast,Polyester,159.4,63.7,NA
MSV Focus Evo 16,51,Fast,Polyester,226.3,44.4,4.9
Polyfibre Poly Hightec 18,40,Fast,Polyester,109.2,73.9,3.9
Solinco Barb Wire 17 (1.20),62,Fast,Polyester,197.2,41.3,4.9
Kirschbaum Long Life 15,62,Fast,Polyester,265.2,46.8,4.6
Head Sonic Pro 16,62,Fast,Polyester,193.7,47.4,4.2
Topspin Cyber Blue 16,51,Fast,Polyester,189.7,43.3,5.8
Volkl V-Pro 18,51,Fast,Polyester,213.2,33.1,4.9
Volkl V-Torque 16,40,Fast,Polyester,144.6,69,5.6
Prince Tour XP 16,40,Fast,Polyester,183.5,56,5.5
Pacific Poly Power Pro 16 (1.30),51,Fast,Polyester,194.9,43.7,8.3
Mantis Comfort Poly 16,62,Fast,Polyester,246.3,37.8,4.8
Luxilon Adrenaline 16L/1.25,51,Fast,Polyester,202.9,44.3,3.5
L-Tec Premium 5S 16L (1.25),62,Fast,Polyester,231.5,31,4
Wilson Enduro Mono 16L,51,Fast,Polyester,230.3,41.5,NA
Solinco Tour Bite Diamond Rough 17 (1.20),40,Fast,Polyester,133.7,71.6,4.3
Dunlop Comfort Poly 17,40,Fast,Polyester,200,58.2,4.5
Kirschbaum Pro Line I 18L (1.15),62,Fast,Polyester,233.7,38.5,4.4
Polyfibre Hexablade 17L (1.18),62,Fast,Polyester,217.2,49.1,5.2
Luxilon Monotec Zolo 125/16,40,Fast,Polyester,177.2,57.4,NA
Pacific ATP Poly Power Pro 16L,62,Fast,Polyester,228.6,45,5
Head Hawk 17 (1.25),62,Fast,Polyester,228,28.2,4.7
Gamma Monoblast 16,51,Fast,Polyester,220.6,42.5,3.8
Gamma Jet 16L (1.28),51,Fast,Polyester,197.7,37.6,6.7
SuperString Viper V2 Rough 16L,40,Fast,Polyester,178.9,43.9,5
Head Ultratour 17,40,Fast,Polyester,162.9,71.1,4.1
Gamma Zo Black Ice 18 (1.18),62,Fast,Polyester,221.7,36.4,4
Kirschbaum Pro Line II 1.30,51,Fast,Polyester,209.7,47.6,5.7
Gosen Sidewinder 17,51,Fast,Polyester,159.4,46.7,4.6
Wilson Enduro Tour 17,62,Fast,Polyester,206.9,52.4,4.8
Tourna Big Hitter 16,62,Fast,Polyester,254.9,35,NA
Luxilon Element 1.30,62,Fast,Polyester,216.6,34.3,6.6
Gosen Polylon Premium 16 (1.32),51,Fast,Polyester,217.7,31,5.8
Polyfibre Poly Hightec 16L,51,Fast,Polyester,169.2,61.4,4.4
Tecnifibre Black Code 17,51,Fast,Polyester,236,40.2,4.2
Luxilon Big Banger XP 15L (1.38),40,Fast,Polyester,209.7,55.3,3.6
Poly Star Turbo 16 (1.30),40,Fast,Polyester,129.2,71.4,5.3
Prince Tour XS 16,51,Fast,Polyester,196.6,36.2,5.5
Double AR Diablo (1.24),62,Fast,Polyester,198.9,48.1,7.4
Solinco Tour Bite 16 Soft,62,Fast,Polyester,225.7,41.4,6.9
Babolat Revenge 16,51,Fast,Polyester,276,37.7,NA
Kirschbaum Helix 17,40,Fast,Polyester,185.7,50.2,5.4
Kirschbaum Super Smash Spiky 1.20,40,Fast,Polyester,164.6,66.3,5.1
Polyfibre Black Venom 16L (1.25),62,Fast,Polyester,209.2,51.3,NA
Kirschbaum Pro Line X 16 (1.30),51,Fast,Polyester,240,27.2,5.1
Prince Tournament Poly 16,62,Fast,Polyester,252,40.9,0
Wilson Revolve 17 (1.25),62,Fast,Polyester,209.7,32,7.7
Gamma IO 17 (1.23),51,Fast,Polyester,197.7,29.8,5.7
Polyfibre TCS Rapid 16L/1.25,51,Fast,Polyester,160,64.3,4.3
Kirschbaum Pro Line II 18 (1.15),40,Fast,Polyester,151.4,57.6,4.5
Tourna Big Hitter Silver Rough 17,40,Fast,Polyester,169.7,53.9,4.1
Luxilon Big Banger Original 130/16,51,Fast,Polyester,213.2,51.4,4.8
Tourna Big Hitter Blue 17,62,Fast,Polyester,238.3,33,4.9
Gamma Zo Power 16L,62,Fast,Polyester,243.5,46.4,2.9
Solinco Tour Bite 20 (1.05),51,Fast,Polyester,136,47.3,5.8
Signum Pro Poly-Plasma 16L,51,Fast,Polyester,225.7,39.2,4.7
Yonex Poly Tour Pro Yellow 16L (1.25),40,Fast,Polyester,172.6,47.8,NA
Signum Pro Plasma HEXtreme 16L/1.25,40,Fast,Polyester,185.7,47.3,5.9
Dunlop Black Widow 16,40,Fast,Polyester,169.7,45.2,5.2
Babolat Pro Hurricane 17,40,Fast,Polyester,171.5,49.3,3.1
RS RS Lyon 17,51,Fast,Polyester,196.6,36,5.4
Signum Pro Hyperion 17 (1.24),62,Fast,Polyester,232.6,41.2,4.2
Kirschbaum Super Smash 17 (1.25),51,Fast,Polyester,210.9,48,5.7
Poly Star Strike 16L (1.25),51,Fast,Polyester,184,51.4,4.8
Kirschbaum Max Power 17 (1.25),51,Fast,Polyester,240.6,23.5,5.4
Ashaway MonoGut 17,40,Fast,Polyester,165.7,57.7,3.9
Volkl V-Star 18L (1.15),51,Fast,Polyester,174.3,33.1,6.5
Volkl V-Pro 16,62,Fast,Polyester,273.2,31.1,5
Gosen Polylon Comfort 16,51,Fast,Polyester,189.2,54.1,5.5
Ashaway MonoGut 16L,62,Fast,Polyester,229.2,43.1,3.5
Kirschbaum Max Power 18 (1.20),51,Fast,Polyester,226.3,21.8,6.1
Polyfibre Hightec Premium 17,51,Fast,Polyester,157.7,61.9,3.9
L-Tec Premium 3S 16L (1.25),40,Fast,Polyester,182.9,56.1,4
Luxilon 4G Soft 1.25,51,Fast,Polyester,217.2,25.4,6.7
IsoSpeed Cream 17 (1.28),51,Fast,Polyester,177.7,28.1,NA
Solinco Revolution 17,62,Fast,Polyester,220.6,42.9,6.6
Polyfibre Viper 16L/1.25,62,Fast,Polyester,205.2,51.5,NA
Weiss Cannon Turbotwist 17 (1.24),62,Fast,Polyester,246.3,36.8,4.2
Kirschbaum Pro Line II 17 (1.25),51,Fast,Polyester,201.2,44.9,4.7
Tourna Big Hitter Blue Rough 16,51,Fast,Polyester,222.3,40.5,3.4
Luxilon Big Banger ALU Power Spin 127/16,62,Fast,Polyester,241.7,38.6,4.3
Pacific Poly Force 16L,51,Fast,Polyester,208,45.7,4.5
Gamma RZR Rx 16,40,Fast,Polyester,182.9,39.6,3.9
Luxilon ALU Power Feel 18/1.20,40,Fast,Polyester,153.7,67.3,5.4
MSV Co.-Focus 16L,40,Fast,Polyester,157.2,60.7,4.2
Gamma Zo Ice 16,40,Fast,Polyester,204.6,41.3,4.2
Solinco Hyper-G 18 (1.15),51,Fast,Polyester,180,28.3,7.5
Babolat RPM Blast Rough 15L,51,Fast,Polyester,199.5,37,7.3
MSV Hepta-Twist 17,62,Fast,Polyester,214.3,42.8,5.7
Gosen Polymaster II 16,51,Fast,Polyester,172,53,5.1
Polyfibre Hightec Premium 16/1.30,62,Fast,Polyester,207.5,52.3,4.2
Babolat RPM Blast 17/1.25,62,Fast,Polyester,257.7,24.4,4.6
Diadem Solstice Power 16 (1.30),40,Fast,Polyester,175.5,49.8,8.1
Signum Pro Poly-Plasma Pure 17 (1.23),40,Fast,Polyester,182.3,48.8,5.2
Kirschbaum Competition 17L (1.20),62,Fast,Polyester,216,41.5,4.1
Poly Star Energy 16L (1.25),62,Fast,Polyester,232.6,50.2,3.7
IsoSpeed Pulse 16,51,Fast,Polyester,164.6,56.9,4.7
Prince Vortex 16 (1.30),51,Fast,Polyester,188,58.5,8
Kirschbaum Super Smash Spiky 16/1.30,51,Fast,Polyester,216.6,54.6,5
Weiss Cannon Black 5 Edge 17 (1.24),51,Fast,Polyester,215.5,32.8,4.7
Dunlop Ice 17 (1.25),51,Fast,Polyester,192.6,39.8,5
Solinco Outlast 16,40,Fast,Polyester,187.5,55.9,6
Super String Tour Players V3 17 (1.20),62,Fast,Polyester,223.5,40,NA
Klip Hardcore 16/1.30,40,Fast,Polyester,172.6,53.9,4.7
Gamma Moto 16,62,Fast,Polyester,249.2,25.1,5.8
Prince Tour XC 16L,62,Fast,Polyester,230.3,26.9,5.5
Boris Becker Bomber 17,51,Fast,Polyester,182.3,48.4,NA
Solinco Tour Bite 17,51,Fast,Polyester,181.2,48.6,6.3
Prince Tour XP 17 (1.25),51,Fast,Polyester,189.2,36.1,6.7
Wilson Revolve Spin 16,51,Fast,Polyester,172.6,54.5,5
SuperString Nikita Original 1.25,40,Fast,Polyester,171.5,50.9,3.4
Prince Beast XP 16,40,Fast,Polyester,172.6,50.3,3.9
Gosen Polylon PolyBreak 18 (1.20),62,Fast,Polyester,193.2,46.9,4.8
Weiss Cannon MatchPower 1.25,40,Fast,Polyester,209.2,43.9,3.6
Kirschbaum Black Shark 17 (1.25),51,Fast,Polyester,216.6,38.4,5.8
Prince Poly Spin 3D,62,Fast,Polyester,238.9,44.5,3.3
Weiss Cannon Scorpion 1.33,51,Fast,Polyester,222.9,47.8,4.2
Kirschbaum P2 17 (1.25),40,Fast,Polyester,218.3,41.2,4.9
Poly Star Classic 16L (1.25),40,Fast,Polyester,149.7,59.2,4.4
Pacific Poly Force 17,40,Fast,Polyester,214.9,42.6,4.5
Tourna Black Zone 16,51,Fast,Polyester,197.2,29.5,5.6
Tecnifibre Black Code 16,62,Fast,Polyester,276.6,31.4,NA
Tourna Black Zone 17,51,Fast,Polyester,186.9,31.5,6
Prince Diablo Prism 17,51,Fast,Polyester,229.2,35.9,NA
MSV Hepta-Twist 16,51,Fast,Polyester,188.6,51.3,0
Luxilon Adrenaline 17/1.20,51,Fast,Polyester,208,41.8,2.9
Kirschbaum P2 16/1.30,62,Fast,Polyester,218.9,37.1,5.2
Head Sonic Pro Edge 16,40,Fast,Polyester,176,50.8,4.8
Luxilon Big Banger Timo 18 (1.10),40,Fast,Polyester,168.6,55,3.6
Head Hawk 16 (1.30),51,Fast,Polyester,230.3,28.5,6.4
Polyfibre TCS 17,62,Fast,Polyester,200,50.9,4.2
Tecnifibre Pro Red Code 17,62,Fast,Polyester,242.3,34.4,4.8
Wilson Ripspin 16,62,Fast,Polyester,240.6,30,5.2
Double AR Raptor 1.27,62,Fast,Polyester,243.5,20.5,5.3
IsoSpeed Axon Mono 16L,51,Fast,Polyester,199.5,34.4,3.2
Head Ultra Tour 16,51,Fast,Polyester,201.7,45.1,4.5
Topspin Cyber Flash 17L,40,Fast,Polyester,130.3,59.7,4.6
Volkl Cyclone 17,40,Fast,Polyester,161.2,56.9,5.8
Signum Pro Firestorm 1.25,51,Fast,Polyester,197.7,46.4,4.8
Prince Tour XP 15L,51,Fast,Polyester,184.6,44.2,5.2
Babolat Revenge 17,62,Fast,Polyester,258.9,39,NA
Pacific X Force 16L (1.29),51,Fast,Polyester,219.5,25,4.4
Weiss Cannon Red Ghost 17L (1.18),51,Fast,Polyester,189.7,34,8.5
Mantis Power Poly 17,51,Fast,Polyester,203.5,43,4.8
Luxilon Adrenaline Rough 16L/1.25,51,Fast,Polyester,202.9,44.8,3.3
Gosen Polylon SP 16 (1.30),40,Fast,Polyester,153.2,63.2,4
Weiss Cannon Silverstring 120,51,Fast,Polyester,167.4,50.6,3.7
L-Tec Premium OS 17 (1.23),40,Fast,Polyester,207.5,41.5,4.1
Volkl Cyclone 19 (1.10),51,Fast,Polyester,182.9,33.2,8.2
Kirschbaum Touch Turbo 16L (1.275),51,Fast,Polyester,196,48.5,5.4
Babolat Hurricane Feel 17,51,Fast,Polyester,239.5,31.9,4.4
Luxilon Big Banger XP 125/16L,62,Fast,Polyester,242.9,40.3,4.1
Pacific X Force 17,51,Fast,Polyester,225.7,36.2,4.5
One Strings Carbon NRG 16,40,Fast,Polyester,153.2,51.4,5.1
Signum Pro Hyperion 16,40,Fast,Polyester,200.6,46,4.6
Tecnifibre Ruff Code 16 (1.30),51,Fast,Polyester,207.5,31.3,4.8
LaserFibre JB Tour 100 17g (1.25),51,Fast,Polyester,210.9,44.3,4.6
Tourna Big Hitter Blue Rough 17,62,Fast,Polyester,239.5,35.1,3.2
Gamma Zo Tour 17 (1.25),51,Fast,Polyester,204,50.3,3.7
Kirschbaum Pro Line I 1.30,40,Fast,Polyester,202.9,53.3,4.4
Volkl Cyclone Tour 17 (1.25),62,Fast,Polyester,213.2,42.2,6.1
Wilson Enduro Tour 16,51,Fast,Polyester,251.5,37.6,5.2
Kirschbaum Pro Line Evolution 17 (1.25),51,Fast,Polyester,208,28.9,4.9
Gosen Sidewinder 16 (1.31),51,Fast,Polyester,163.4,46.7,3.8
Polyfibre Poly Hightec 17,40,Fast,Polyester,125.2,68.4,4
Tecnifibre Black Code 18,40,Fast,Polyester,181.7,51.2,4.6
Solinco Tour Bite 16L (1.25),62,Fast,Polyester,254.3,21.5,5.9
Topspin Cyber Flash 16,51,Fast,Polyester,185.2,46.5,4.8
Volkl V-Pro 17,51,Fast,Polyester,188,47.7,5.1
Gosen Polylon 16,40,Fast,Polyester,172.6,58.7,4.1
Luxilon 4G 16 (1.30),40,Fast,Polyester,256,47.4,NA
Prince Tour XS 1.35,40,Fast,Polyester,185.2,51.7,5
Babolat Pro Hurricane 18,40,Fast,Polyester,171.5,40.6,3.3
Luxilon Element 16L (1.25),51,Fast,Polyester,208,33.6,5.5
Yonex Poly Tour Spin 16L (1.25),51,Fast,Polyester,213.7,27.2,6.3
Volkl Cyclone 16,62,Fast,Polyester,232,42.6,6.2
Tecnifibre X-Code 16,62,Fast,Polyester,215.5,32.5,2
Dunlop Explosive 16,62,Fast,Polyester,248.6,32.7,4.8
Polyfibre Black Venom 16 (1.30),51,Fast,Polyester,180,56.9,4.3
Wilson Enduro Gold 16,62,Fast,Polyester,237.2,43.1,NA
L-Tec Premium 4S 16L (1.25),62,Fast,Polyester,262.3,26.7,6.7
Prince Poly EXP 17,51,Fast,Polyester,217.7,43.7,4.4
Solinco Tour Bite Diamond Rough 16L (1.25),40,Fast,Polyester,139.4,73.5,5.4
Gamma Zo Dart 17 (1.25),51,Fast,Polyester,206.9,26.7,5.3
Kirschbaum Pro Line I 17L (1.20),62,Fast,Polyester,237.7,42.1,3.9
Polyfibre Hexablade 16L (1.25),62,Fast,Polyester,221.2,53.5,4.6
Luxilon Big Banger Rough 130/16,40,Fast,Polyester,188.6,62.8,4.4
Gamma Zo Tour Rough 16,51,Fast,Polyester,186.9,48.9,6.1
Solinco Revolution 18 (1.16),51,Fast,Polyester,195.5,28.7,6.3
Yonex Poly Tour Strike 16L (1.25),51,Fast,Polyester,199.5,27.9,4.6
Topspin Cyber Flash 17,40,Fast,Polyester,142.9,55.6,4.2
Head Sonic Pro 17,40,Fast,Polyester,126.9,66.7,3.9
Gamma Zo Black Ice 17 (1.23),62,Fast,Polyester,237.2,34.5,3.7
Signum Pro Poly Speed Spin 1.28,62,Fast,Polyester,276.6,35,4.3
MSV Focus Hex 17L (1.18),51,Fast,Polyester,224,27.5,6.5
Luxilon Adrenaline 16,62,Fast,Polyester,245.7,36.1,3.6
Tourna Big Hitter Blue 16,62,Fast,Polyester,254.9,34.4,NA
Polyfibre Viper 17/1.20,51,Fast,Polyester,157.7,64.3,3.9
Signum Pro Tornado 17 (1.23),51,Fast,Polyester,214.3,44.3,4.8
Kirschbaum Super Smash Spiky 17 (1.25),40,Fast,Polyester,189.7,62,5.2
Poly Star Strike 16 (1.30),40,Fast,Polyester,180,53.1,5.1
Tecnifibre Pro Red Code 16,51,Fast,Polyester,232,34.8,4.9
Prince Tour XT 18,51,Fast,Polyester,184,38.2,6.4
Volkl V-Star 16 (1.30),62,Fast,Polyester,202.9,42.2,6.9
Luxilon Monotec Zolo 15L,62,Fast,Polyester,254.3,36.8,4.6
Tecnifibre Polyspin 16L,62,Fast,Polyester,254.3,33.6,3.8
Yonex Poly Tour 130/16,40,Fast,Polyester,194.9,55.6,NA
Wilson Spin Cycle 16L,62,Fast,Polyester,234.3,30.6,4.2
Babolat Duralast 17,51,Fast,Polyester,219.5,43,NA
Kirschbaum Max Power Rough 16 (1.30),51,Fast,Polyester,230.9,28.3,6
Kirschbaum Spiky Shark 17,40,Fast,Polyester,153.2,72.1,7.4
Polyfibre TCS 18 (1.15),62,Fast,Polyester,206.9,48.6,NA
Prince Tournament Poly 17,62,Fast,Polyester,246.9,42.5,NA
Luxilon Alu Power Soft 1.25,62,Fast,Polyester,217.7,31.4,6.9
Gamma IO Soft 15L (1.40),51,Fast,Polyester,219.5,32.9,6.3
Polyfibre Cobra 17/1.20,51,Fast,Polyester,154.3,63.7,3.6
Kirschbaum Pro Line II 17L (1.20),40,Fast,Polyester,152.6,59.4,4.8
Tourna Big Hitter Silver Rough 16,40,Fast,Polyester,170.3,58,4.5
Luxilon ALU Power 125/16L,51,Fast,Polyester,209.2,46.6,5.8
Gamma Poly Z 16,51,Fast,Polyester,179.5,51.8,5.4
Gamma Zo Twist 16,62,Fast,Polyester,206.3,43.1,4.7
Solinco Tour Bite Soft 18 (1.15),51,Fast,Polyester,172,31.3,7.3
Volkl V-Torque Tour 16 (1.30),51,Fast,Polyester,184,38.3,8.5
Gosen Polylon 17 (1.24),40,Fast,Polyester,182.3,57.9,4.3
Polyfibre Poly Hightec 16/1.30,51,Fast,Polyester,173.2,57.8,4.1
Tourna Big Hitter Black 7 17,40,Fast,Polyester,158.3,46.7,6.3
Prince Tour 17,40,Fast,Polyester,163.4,63.9,3.4
Tecnifibre Black Code 4S 17 (1.25),51,Fast,Polyester,209.2,28.3,9.8
Gamma Ocho 16 (1.30),51,Fast,Polyester,242.9,23.3,6.9
Signum Pro Poly Megaforce 17 (1.19),62,Fast,Polyester,224,37.1,4.8
Kirschbaum Competition 17 (1.25),51,Fast,Polyester,210.3,47.5,4.5
Poly Star Energy 17 (1.20),51,Fast,Polyester,165.2,63.6,4
Head Lynx 16 (1.30),51,Fast,Polyester,185.7,45.6,7
IsoSpeed Pulse 17,40,Fast,Polyester,124.6,66.7,NA
Volkl Cyclone 18L (1.15),51,Fast,Polyester,188,29.4,9
Kirschbaum Xplosive Speed 1.30,51,Fast,Polyester,193.2,43.3,5.7
Kirschbaum Pro Line X 17 (1.25),51,Fast,Polyester,218.3,37,4.8
Boris Becker Bomber NYC 17 (1.23),51,Fast,Polyester,205.7,27.4,5.5
Head Lynx 17 (1.25),51,Fast,Polyester,179.5,47,6.4
Polyfibre Hightec Premium 16L,51,Fast,Polyester,170.3,59.8,4.4
Babolat Ballistic Polymono 16,62,Fast,Polyester,255.5,40.4,4.7
Prince Tour 16,40,Fast,Polyester,188.6,59.7,3.1
Double AR WTS 25 (1.25),51,Fast,Polyester,168,56.5,7.3
Solinco Revolution 16,62,Fast,Polyester,243.5,39.9,6.4
Kirschbaum Spiky Shark 16,62,Fast,Polyester,241.7,40.4,7.5
Babolat Pro Hurricane Tour 16,51,Fast,Polyester,227.5,46.1,5.1
Luxilon Big Banger Timo 17 (1.22),51,Fast,Polyester,206.9,44.3,3.9
Solinco Barb Wire 16,51,Fast,Polyester,214.3,40.2,4.4
Luxilon M2 Pro 125/16,62,Fast,Polyester,224,41.9,3.6
Tecnifibre Razor Code 16 (1.30),40,Fast,Polyester,208.6,54.2,4.2
Luxilon 4G Rough 16L,40,Fast,Polyester,185.2,67.8,4.2
Signum Pro Firestorm 16 (1.30),51,Fast,Polyester,185.7,43,5.5
Head Hawk Rough 17,51,Fast,Polyester,201.2,23.9,4.9
Gosen Polymaster I 16,51,Fast,Polyester,186.9,51.8,4.7
Polyfibre TCS 16/1.30,62,Fast,Polyester,209.2,55,4.4
Luxilon 4G 16L (1.25),62,Fast,Polyester,273.2,17.4,3.9
Prince Twisted 16L,51,Fast,Polyester,230.3,43.5,3.7
Diadem Solstice Pro 16L (1.25),40,Fast,Polyester,157.7,45.1,7.3
Weiss Cannon Turbotwist 17L (1.18),40,Fast,Polyester,158.3,64.4,4.8
Poly Star Energy 16 (1.30),62,Fast,Polyester,231.5,53,4
Pacific Poly Force Xtreme 16L,62,Fast,Polyester,239.5,37.6,5
Y-Tex Quadro Twist 16L,62,Fast,Polyester,214.3,35.2,6.2
IsoSpeed Pyramid 16,51,Fast,Polyester,174.9,58,7
Luxilon LXN Smart 16L (1.25),51,Fast,Polyester,201.2,42.7,6.8
Luxilon Monotec Supersense 16L/1.25,40,Fast,Polyester,184,56.4,2.1
Dunlop Juice 16 (1.31),62,Fast,Polyester,249.2,37,3.6
Kirschbaum Super Smash 16/1.30,51,Fast,Polyester,221.7,50.7,5.3
IsoSpeed Black Fire 17,51,Fast,Polyester,204.6,39.3,5.6
Luxilon Big Banger ALU Power Fluoro 17,62,Fast,Polyester,233.2,37.1,NA
MSV Focus Evo 17,62,Fast,Polyester,237.7,40.7,4.5
Head PerfectControl 16,51,Fast,Polyolefin,150.9,20,2.6
IsoSpeed Control Classic 16,51,Fast,Polyolefin,136,32.1,2.3
IsoSpeed Professional Classic 17,62,Fast,Polyolefin,133.7,24.8,1.6
Head PerfectControl 16,40,Fast,Polyolefin,136.6,23.8,2.6
IsoSpeed Control Classic 16,40,Fast,Polyolefin,133.7,36.8,2.3
IsoSpeed Professional Classic 17,51,Fast,Polyolefin,133.7,28.9,1.6
IsoSpeed Professional Classic 17,40,Fast,Polyolefin,133.2,37.2,1.6
Head PerfectControl 16,62,Fast,Polyolefin,165.2,18.5,2.6
IsoSpeed Control Classic 16,62,Fast,Polyolefin,133.7,25.5,2.3
